filename,id,input_text,audio_caption,subject,target,situation,mechanism_Affection,mechanism_Intent,mechanism_Attitude,mechanism,domain,culture,label_Affection,label_Intent,label_Attitude,rationale,skipped,abandon
attitude_1391.mp4,attitude_1391,i'm sorry. i tried as hard as i could.,"The speaker's tone in this phrase is apologetic and remorseful. The words ""I'm sorry"" indicate a sense of guilt or regret, while ""tried as hard as I could"" suggests a sincere effort to fulfill a goal or obligation, but ultimately falling short. The tone is likely soft and possibly shaky, reflecting the speaker's emotional state of being upset or disappointed.

In terms of emotional style, the speaker appears to be feeling a mix of sadness and frustration. There is a sense of vulnerability and self-doubt, as the speaker acknowledges that they did their best but still feels that it wasn't enough. This emotional style conveys a nuanced sense of emotional complexity, showing both the speaker's empathy for their situation and the difficulty they are experiencing.

As for the background environment, there is no specific information provided that would allow for a detailed description. However, the lack of additional context suggests a setting where the speaker feels comfortable enough to express their emotions openly, possibly a close relationship or a situation where they feel secure and supported. The environment could be a private conversation or a personal reflection, where the speaker is free to express their feelings without fear of judgment.",the speaker (store employee),the male customer,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Public & Service,General Culture,Sad,NULL,NULL,"[Anchor]
- Text evidence: ""i'm sorry. i tried as hard"" (apologetic/negative tone).  
- Visual evidence: store uniform and visible name badge, employee facing a male customer, pained/distressed facial expression, hands relaxed at sides.  
- Cross-modal setup: the verbal apology aligns with the image of a retail worker confronting a customer, so words and visuals are congruent.

[Pivot]
- Mechanism: socio_cultural_dependency.  
- Trigger rule: the wording expresses deference and self-blame consistent with service-worker norms of yielding to customers; cross-modal cues (uniform + upset expression) reinforce that role. Minimal justification: the speaker lowers themselves to placate the customer, showing Self-Diminishment as the sub-logic.

[Inference]
- Attitude label: Sad.  
- Subject/target justification: the employee (speaker) expresses remorse toward the customer.  
- Domain/Culture provides disambiguation: in a public/service setting, apologies by staff typically signal deference rather than equal-standing critique.",False,False
affection_0372.mp4,affection_0372,it's homemade.,"Based on the provided phrase ""it's homemade,"" the speaker's tone can be described as casual and informal. This suggests a relaxed and possibly friendly atmosphere. There doesn't appear to be any intensity or urgency in the tone, indicating a calm emotional state.

The speaker's emotional style seems to be on the mellow side, neither overly excited nor anxious. This is consistent with a laid-back or easygoing personality.

As for the background environment, the phrase suggests a setting that is likely domestic or casual. The mention of ""homemade"" implies that the speaker is in a home or perhaps a casual gathering where food or drinks are being served. The environment is probably comfortable and familiar, contributing to the overall relaxed and informal tone.",Carol (the speaker),colleague (the recipient),Affection,figurative_semantics,NULL,NULL,figurative_semantics,Workplace,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""it's homemade."" (literal tone: neutral/descriptive). 
- Visual evidence: plates of cake on the table; a woman wearing a name tag reading CAROL; she leans forward smiling with hands holding a container as if offering it; another person sits across in a blue shirt. 
- Cross-modal setup: the utterance labels the food, while the visuals show an active offering gesture and a warm facial expression.

[Pivot]
- Mechanism: figurative_semantics.
- Trigger rule: the word ""homemade"" maps from source (food) to target affect (care/warmth); the offering gesture and smile instantiate that mapping. Minimal justification: the neutral label plus gifting behavior implies affiliative intent rather than a mere factual remark.

[Inference]
- Emotion label: Happy.
- Subject/target justification: Carol is the experiencer conveying warmth toward her colleague by bringing and offering homemade food. 
- Domain/Culture usage: In a workplace setting, bringing homemade food commonly signals friendliness/affiliation, which supports this interpretation.",False,True
affection_0675.mp4,affection_0675,"oh, whoa! no, no, no! don't actually scoot in.","The audio clip starts with a sudden, sharp gasp, indicating surprise or shock. This gasp is followed by a series of exclamations and repeated negative responses, such as ""no no no,"" which suggests strong disagreement or refusal. The tone is one of urgency and intensity, with the speaker's voice rising in pitch and speed, reflecting a sense of distress or anxiety.

In the background, there is a faint, indistinct noise that could be interpreted as a mechanical or electronic sound, possibly a machine or device in operation. This could imply that the scene is taking place in a setting where such equipment is present, such as a laboratory, an office, or a domestic environment with various appliances.

The overall emotional style is one of tension and conflict, as the speaker seems to be strongly objecting to something. The environment appears to be indoors, with the background noise contributing to a sense of an enclosed, possibly cluttered space.",the speaker (man with hands raised),coworker in wheelchair (foreground),Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Workplace,General Culture,Fearful,NULL,NULL,"[Anchor]
- Text evidence: ""don't actually scoot in."" (imperative/urgent, negative directive).
- Visual evidence: man with palms facing out in a stop gesture; his mouth rounded as if gasping; coworkers looking toward the interaction; a wheelchair-bound person is directly in front.
- Cross-modal setup: the spoken directive is terse while audio and visuals show alarmed prosody and an urgent stop gesture.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the neutral-seeming imperative text contrasts with alarmed vocal tone and forceful stop gesture, forcing an inference of concern rather than a simple instruction.
- Minimal justification: because speech content alone could be routine, the prosody+gesture reframes it as an urgent safety reaction.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: the speaker expresses fear/concern directed at the nearby coworker who is scooting in (possible safety risk).
- Domain/Culture usage: Workplace safety context supports interpreting the multimodal alarm as concern for a hazardous action.",False,True
affection_1372.mp4,affection_1372,Well what are you gonna do when he finds out he wasn't even asked?!,"The speaker's tone in the given sentence is one of concern or worry. They are questioning the potential reaction of someone who might discover that they were not asked for their opinion or involvement in a particular situation. The speaker seems to be anticipating a negative response or reaction from this person.

The emotional style of the speaker can be described as cautious or apprehensive. They are displaying a level of wariness or skepticism about the potential consequences of the other person finding out that they were not included or asked to participate. This could suggest that the speaker is concerned about how the other person might feel or act upon this discovery.

The background environment is not explicitly described in the sentence, so it is difficult to provide details about the setting or atmosphere. However, the tone and emotional style of the speaker indicate that they are in a situation where there is a potential for conflict or misunderstanding, and they are trying to anticipate and address the possible fallout from it.",the speaker,the man who wasn't asked,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Intimate Relationships,General Culture,Bad,NULL,NULL,"[Anchor]
- Text evidence: ""when he finds out he wasn't even asked"" (literal tone: worried/negative). 
- Visual evidence: woman seated on a couch, slight smile, open-palmed hand gestures, holding a small book. 
- Cross-modal setup: the utterance/audio convey apprehension about someone's reaction while the woman's facial expression and gestures look relaxed/affiliative.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the worried question (audio/text) conflicts with relaxed, smiling body language, forcing a non-literal inference about underlying concern.
- Minimal justification: the modalities contradict, so the affect is inferred from their interaction rather than any single channel.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: the speaker is implicitly anxious about how the man (the excluded person) will react when he learns he wasn't asked. 
- Domain/Culture provides no additional disambiguation.",False,False
affection_0524.mp4,affection_0524,"amy might have abandoned us a little, but we're fine!","In the given sentence, ""Amy might have abandoned us a little but we're fine,"" the speaker's tone can be described as casual and somewhat resigned, yet with a hint of reassurance. The emotional style of the speaker is likely a mix of mild frustration or disappointment regarding the situation involving Amy, but the overall tone is one of acceptance and confidence in their ability to handle the situation themselves. 

The background environment is not explicitly described, but the use of informal language and the reference to a situation with Amy suggest that the setting could be a casual, possibly domestic or social environment where the speaker feels comfortable enough to discuss the matter openly. There is no indication of a formal or highly professional setting based on the dialogue alone.",Glenn (the speaker),Amy,Affection,affective_deception,NULL,NULL,affective_deception,Workplace,General Culture,Angry,NULL,NULL,"[Anchor]
- Text evidence: ""abandoned us a little, but we're fine!"" (literal tone: superficially reassuring). 
- Visual evidence: Glenn holding a clipboard; Glenn's tightened mouth and slight frown; a brief open-hand gesture; coworker Mateo glancing sideways. 
- Cross-modal setup: The words claim reassurance while nonverbal cues and tone show tension.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: The speaker's verbal reassurance masks irritation; vocal delivery and facial/body leakage reveal the true affect. 
- Minimal justification: Because the surface-positive line conflicts with tense nonverbal signals, the affect is best read as concealed.

[Inference]
- Emotion label: Angry.
- Subject/target justification: Glenn (speaker) expresses mild irritation directed at Amy's absence. 
- Domain/Culture usage: Workplace norms often soften complaints with polite reassurance, supporting the masked-irritation reading.",False,False
affection_0217.mp4,affection_0217,jeff? what are you doing here?,"The speaker's tone in the given sentence is accusatory and confrontational. The use of the word ""Jeff"" suggests familiarity, but the tone implies a sense of surprise and perhaps suspicion or disapproval. The speaker seems to be questioning why Jeff is in a particular place, which could indicate that they do not expect him to be there.

The emotional style of the speaker is likely to be assertive and possibly even slightly confrontational. The tone suggests that the speaker is not entirely pleased with the situation or the presence of Jeff in that place.

As for the background environment, the sentence does not provide enough context to determine the location or setting. The speaker could be in a public place, a private home, or any other environment. The lack of additional context makes it difficult to infer specific details about the background.",the woman/speaker,Jeff,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Public & Service,General Culture,Surprised,NULL,NULL,"[Anchor]
- Text evidence: ""what are you doing here?"" (literal tone: negative/accusatory). 
- Visual evidence: a man (Jeff) approaches smiling with open posture; the woman has a furrowed brow and squinted, displeased expression; green volunteer bags and a table indicate a public/service setting. 
- Cross-modal setup: The spoken, confrontational question and the woman's annoyed face contrast with Jeff's friendly, smiling approach.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: The accusatory speech/audio conflicts with the man's amiable body language, creating a polarity mismatch that forces a nonliteral affective reading. 
- Minimal justification: Because the question doesn't name an emotion, the mismatch between tone and the smiling arrival implies underlying annoyance.

[Inference]
- Emotion label: Angry.
- Subject/target justification: The woman/speaker is implicitly annoyed at Jeff's unexpected presence. 
- Domain/Culture provides no additional disambiguation.",False,False
attitude_1879.mp4,attitude_1879,Sarcastic? Us? Nooo.,"The speaker's tone is characterized by a certain level of sarcasm and cynicism. Their speech is often tinged with a dismissive or mocking undertone, suggesting that they are making light of something that might otherwise be taken seriously. This sarcastic tone can be heard in the way they deliver lines, possibly using irony or understatement to convey their true feelings.

In terms of emotional style, the speaker appears to be cool and detached, almost to the point of being indifferent. Their voice likely conveys a sense of detachment or nonchalance, which can be interpreted as a way of managing stress or maintaining composure in potentially challenging situations. However, beneath this facade, the speaker might be harboring a range of emotions, including frustration, annoyance, or even anger, which they do not display openly.

The background environment in which the speaker finds themselves seems to have a neutral or possibly slightly hostile tone. The setting might be a professional environment, such as an office or a meeting room, where the speaker feels the need to maintain a professional demeanor while expressing underlying sarcasm. Alternatively, the environment could be a more casual space, like a social gathering or a public space, where the speaker feels comfortable enough to use sarcasm as a form of humor or social commentary.

Overall, the speaker's tone, emotional style, and background environment suggest a complex personality that uses sarcasm as a defense mechanism or a means of social interaction. This could indicate a tendency to be reserved or guarded, with a preference for maintaining a certain distance from others. Despite the cool exterior, the speaker might be experiencing internal conflicts or struggles that they are trying to navigate through their sarcastic comments and nonchalant demeanor.",the speaker,"the suggestion/accusation that ""we"" are sarcastic",Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Public & Service,General Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""Sarcastic? Us? Nooo."" (negative, overtly sarcastic wording). 
- Visual evidence: a circle of people seated; several faces turned toward the speaker; at least one listener smiling; an informal meeting room. 
- Cross-modal setup: the words deny sarcasm while audio delivery and listeners' expressions convey mocking amusement.

[Pivot]
- Mechanism: multimodal_incongruity. 
- Trigger rule: the explicit verbal denial conflicts with sarcastic vocal tone and amused onlookers, producing an implicit dismissive stance; sub-logic: affective deception (pretended innocence). Minimal justification: the mismatch signals mock denial rather than sincere refutation.

[Inference]
- Attitude label: Disgusted. 
- Subject/target justification: the speaker implicitly rejects and mocks the suggestion that ""we"" are sarcastic. 
- Domain/Culture provides no additional disambiguation.",False,False
affection_1059.mp4,affection_1059,i--i totally get it.,"The speaker's tone is characterized by confidence and assurance, suggesting that they are fully comprehending or agreeing with whatever has been communicated. The phrase ""I totally get it"" indicates a clear and strong understanding, possibly with a hint of enthusiasm or approval.

The emotional style of the speaker appears to be one of ease and clarity. There is no indication of tension, frustration, or confusion in the tone, which suggests that the speaker is in a state of calmness and surety.

The background environment is not explicitly described, so it is difficult to provide a detailed account of the setting. However, the absence of any background sounds or distractions in the speech suggests that the speaker is in a quiet or controlled environment, which may contribute to their clear and confident tone.",Marcus (the speaker),the conversation,Affection,affective_deception,NULL,NULL,affective_deception,Workplace,General Culture,Bad,NULL,NULL,"[Anchor]
- Text evidence: ""i--i totally get it."" (literal tone: agreement/positive). 
- Visual evidence: slouched posture; flat, unsmiling facial expression; downcast or unfocused gaze; slow hand gesture. 
- Cross-modal setup: the spoken line expresses clear understanding while the visual behavior looks disengaged or resigned.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the positive wording conflicts with nonverbal disengagement, creating a non-literal reading (reserved or indifferent acceptance). 
- Minimal justification: because speech and body signal different attitudes, the viewer infers implicit low-energy affect.

[Inference]
- Emotion label: Bad.
- Subject/target justification: Marcus appears to feel a low-intensity, near-neutral/indifferent reaction toward the conversation.
- Domain/Culture provides no additional disambiguation.",False,False
affection_0760.mp4,affection_0760,"yeah, amy was just the one sitting watching us in the dark without our consent.","The speaker's tone is likely to be accusatory and accusatory, as they are accusing Amy of watching them without their consent. The emotional style of the speaker is likely to be angry or frustrated, as they are expressing their disappointment or anger at being watched without their consent. The background environment is likely to be a dimly lit or dark room, as the speaker mentions that they were ""in the dark"" without their consent.",the speaker,Amy,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Workplace,General Culture,Angry,NULL,NULL,"[Anchor]
- Text evidence: ""sitting watching us in the dark"" (literal tone: negative/accusatory). 
- Visual evidence: seated coworkers in Cloud9 vests; Mateo with pursed lips/averted gaze; a woman perched on the table with mouth open mid-speech; Carol looking sideways toward the speaker. 
- Cross-modal setup: the sentence states the incident factually while the scene shows tense, reactive facial/body cues.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: the utterance downplays emotion but the audio tone and facial/body cues leak resentment or irritation. 
- Minimal justification: the accusation is not explicitly emotional in text but nonverbal signals reveal underlying anger.

[Inference]
- Emotion label: Angry.
- Subject/target justification: the speaker is the experiencer expressing anger directed at Amy for watching them without consent. 
- Domain/Culture provides no additional disambiguation.",False,False
affection_0534.mp4,affection_0534,"no, no, no, no, no. don't help him.","It seems like you intended to share a snippet of a speech or a scene, but it got cut off. If you could provide the full text, I'd be happy to help analyze the speaker's tone, emotional style, and background environment!",store employees (coworkers),the man who fell / the fallen person,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Workplace,General Culture,Fearful,NULL,NULL,"[Anchor]
- Text evidence: the phrase ""don't help him."" (imperative, dismissive/negative). 
- Visual evidence: several employees in blue vests reaching toward a person on the floor; alarmed, concerned facial expressions; one employee placing a hand on a coworker’s arm to steady or block; a fallen person entangled with a display basket. 
- Cross-modal setup: the spoken command tells others not to assist, while the scene shows immediate helping behavior and visible worry.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the modalities conflict (verbal dismissal vs. caregiving actions), forcing a non-literal reading where the visual concern overrides the literal command.
- Minimal justification: because faces and gestures show alarm and approach, the utterance reads as sarcastic/teasing or overridden by affiliative concern.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: the group of employees display worry/fear directed at the fallen person and the dangerous/urgent situation. 
- Domain/Culture provides no additional disambiguation.",False,True
affection_1285.mp4,affection_1285,Yes yes it is! In Prison!!,"The speaker's tone appears to be energetic and assertive, as indicated by the exclamation ""Yes! Yes!"" This suggests a level of confidence and possibly excitement or enthusiasm. The laughter and applause that follow further highlight a high level of engagement and positive response from the audience, indicating that the speaker's tone was well-received and effective in eliciting a strong emotional reaction.

Emotionally, the speaker seems to be in a state of high energy and confidence, as evidenced by the enthusiastic delivery and the audience's positive response. This suggests that the speaker may be passionate about the topic being discussed and is effectively conveying this passion to the audience.

The background environment appears to be a lively and engaged audience, likely in a theater or performance setting. The laughter and applause indicate that the audience is actively participating and responding positively to the speaker's performance, suggesting a well-received and engaging presentation. The use of a stage and the presence of an audience imply a public speaking event, such as a comedy show, motivational speech, or theatrical performance.",the speaker,friends / audience,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Friend Group Interaction,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""Yes yes it is! In Prison!!"" — literal tone: enthusiastic/positive.  
- Visual evidence: two men standing close, one with arms crossed; mostly neutral/unsmiling facial expressions; hands clasped in another frame.  
- Cross-modal setup: the utterance and audio signal high-energy laughter and applause while the pictured interlocutors appear deadpan at the same moment.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the energetic, laughter-eliciting audio/text conflicts with deadpan visual expressions, creating a non-literal, playful reading.  
- Minimal justification: this polarity (excited delivery vs. neutral faces) cues comedic, affiliative intent rather than literal distress.

[Inference]
- Emotion label: Happy.  
- Subject/target justification: the speaker expresses amused, bonding enthusiasm directed at the friends/audience.  
- Domain/Culture usage: in friend-group interaction, such contrast commonly indexes playful teasing and shared amusement rather than serious content.",False,False
affection_0665.mp4,affection_0665,"but instead, he mocks me behind my back.","### Tone:
The speaker's tone is likely to be one of hurt, betrayal, and frustration. There may be a subtle undertone of anger or sadness as they express feeling disrespected and spoken about negatively by someone they trust.

### Emotional Style:
The emotional style of the speaker is probably characterized by vulnerability and defensiveness. They may feel exposed and emotionally wounded by the背后的 Mocking, which suggests a lack of trust or honesty from the person mocking them. The speaker may be experiencing a mix of emotions including anger, disappointment, and possibly a sense of helplessness or isolation.

### Background Environment:
The background environment is not explicitly described, so it is difficult to infer specific details. However, the speaker's tone and emotional style suggest that they are in a situation where they feel vulnerable and unsafe, possibly a personal or professional setting where they trusted the person mocking them. The informal setting, such as a social gathering or workplace, is possible, but the environment is open to interpretation based on the content of the speech. The speaker might be in a place where they feel exposed to criticism or where their words and actions are subject to scrutiny.

In summary, the speaker’s tone and emotional style indicate a sense of vulnerability and betrayal, while the background environment suggests a setting where the speaker feels exposed and at risk of being disrespected or judged.",Bea (the speaker),the coworker who mocked her,Affection,affective_deception,NULL,NULL,affective_deception,Workplace,General Culture,Angry,NULL,NULL,"[Anchor]
- Text evidence: ""he mocks me behind my back."" (literal tone: negative/accusatory).
- Visual evidence: furrowed brow and tense mouth; open-handed, frustrated gesturing; standing close to a male coworker in a blue vest (name tag visible: BEA).
- Cross-modal setup: the sentence reports being mocked but does not name an emotion; the audio/face/body cues show an emotional reaction that must be inferred.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: the speaker's words read as a factual complaint while vocal tone and facial/body cues leak wounded frustration and anger beneath a composed statement.
- Minimal justification: nonverbal cues reveal underlying affect not stated in the utterance.

[Inference]
- Emotion label: Angry.
- Subject/target justification: Bea is implicitly angry toward the coworker who mocked her behind her back.
- Domain/Culture usage: Workplace context makes interpersonal betrayal a likely trigger for anger, clarifying the inferred reaction.",False,False
intent_0744.mp4,intent_0744,why don't we set some ground rules,"The speaker's tone is direct and assertive, indicating a proactive approach to setting boundaries or guidelines. This suggests a confident and possibly authoritative demeanor. The emotional style appears to be calm and composed, as there is no indication of agitation or excitement in the voice. The background environment seems to be a quiet, indoor setting, perhaps an office or a study, where discussions or negotiations typically take place. The lack of any background noise or distractions further supports the idea of a controlled, professional environment.",Jonah (the speaker proposing rules),the staff / colleagues present,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""why don't we set some ground rules"" (neutral). 
- Visual evidence: man in a Cloud9 vest gesturing with hands; woman holding a clipboard looking at him; visible name tags and meeting posters. 
- Cross-modal setup: the wording frames a collaborative proposal while the visuals show a single person asserting control in a staff meeting.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: polite inclusive phrasing plus assertive, controlling gestures masks an authority move to avoid direct confrontation.
- Minimal justification: the speaker couches boundary-setting as group choice to protect relationships while steering behavior.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: Jonah appears fearful of provoking disagreement and thus disguises control as cooperation toward colleagues.
- Domain/Culture usage: Workplace norms favor indirect face‑saving requests, supporting this prosocial_deception reading.",False,True
intent_0386.mp4,intent_0386,"oh, hey, guys, i don't know if you heard, but sandra's cat died yesterday","The speaker's tone is neutral and matter-of-fact, indicating a lack of emotional investment in the topic. The phrase ""I don't know if you heard but..."" suggests that the speaker is informing the audience about a recent event, but without showing strong emotional attachment or urgency. The overall tone is casual and conversational, typical of a regular update or announcement.

Emotionally, the speaker appears to be neutral or slightly detached, neither expressing sadness, joy, nor any other strong emotion related to the event being discussed. This could imply that the speaker is not personally affected by the news or is trying to remain objective about it.

The background environment is not explicitly detailed, but the casual and conversational tone suggests that the speaker might be in a relaxed or informal setting, possibly at home or in a casual gathering. There are no indications of specific environmental sounds or distractions, so the setting seems quiet and focused on the speaker's message.",the standing woman (speaker),coworkers in the breakroom,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""i don't know if you heard, but sandra's cat died yesterday"" (neutral/matter-of-fact tone).
- Visual evidence: a woman holding a jar labeled for Sandra, coworkers seated in blue vests with neutral expressions, breakroom setting.
- Cross-modal setup: The utterance is framed as casual news while the visuals show an explicit donation jar.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: The contrast of a detached announcement and visible fundraiser implies the speaker masks a solicitation as casual information to avoid awkwardness.
- Minimal justification: The neutral delivery conceals an interpersonal request framed to preserve comfort.

[Inference]
- Emotion label: Sad.
- Subject/target justification: The speaker seeks coworkers' sympathy for Sandra by softening a request into an update.
- Domain/Culture usage: Workplace norms about pooling money for coworkers make this indirect solicitation socially acceptable.",False,True
intent_0270.mp4,intent_0270,"no, no, no, no, no. stop.","The speaker's tone is emphatic and assertive, indicating a strong emotional state or reaction. The repetition of ""no"" suggests a sense of urgency or denial, possibly in response to a situation or statement that the speaker finds distressing or unacceptable. The tone conveys a sense of determination or resistance.

The emotional style of the speaker can be characterized as intense and possibly anxious or stressful. The repeated ""no"" implies a heightened emotional response, suggesting that the speaker may be feeling overwhelmed or in a state of alertness.

The background environment is not explicitly mentioned in the provided audio. However, if we were to infer based on the speaker's tone and emotional style, it could be a setting where the speaker is facing a challenging or disagreeable situation. The urgency and emphasis in the speaker's voice might indicate a high-stress environment, such as a confrontation, an argument, or a moment of crisis where the speaker is trying to assert their stance or refute a situation.",speaker (employee),Dina (coworker carrying box),Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""no, no, no, no, no. stop."" (negative tone).
- Visual evidence: woman bent over holding a boxed item with name tag DINA; other employees in Cloud9 vests looking concerned; a man touching his forehead in worry.
- Cross-modal setup: the audio issues an urgent ""stop"" while the images show a coworker straining with a heavy package and colleagues reacting.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: the harsh-sounding imperative conflicts with the protective visual context, suggesting the blunt admonition masks a caring safety motive.
- Minimal justification: the urgency reads like rebuke but, given visible physical risk, the goal is protective.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: the speaker is fearful for the coworker's safety and is trying to halt the action.
- Domain/Culture usage: Workplace safety norms make this a protective intervention rather than punishment.",False,True
intent_0603.mp4,intent_0603,"hey, you've got a thing coming up.","The speaker's tone is neutral and matter-of-fact, indicating a straightforward and unemotional delivery. There is no strong emphasis or intonation that would suggest excitement, anger, or sadness. The emotion conveyed is quite subdued, almost to the point of being expressionless.

The background environment appears to be an indoor setting, possibly a small office or study room, given the quiet and controlled atmosphere. There are no visible distractions or ambient sounds, suggesting a calm and focused environment. The sounds in the background are minimal, perhaps faint distant conversations or the hum of a computer, indicating a quiet and professional setting.

The speaker's emotional style is reserved and composed, with no signs of agitation or heightened emotions. The tone is steady and even, suggesting a level of control and composure in the speaker's delivery. The language used is clear and direct, without any ornate or exaggerated expressions, further emphasizing the neutral and unemotional tone.",standing employee (speaker),seated coworker in wheelchair,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""you've got a thing coming up"" (neutral tone).
- Visual evidence: standing employee wearing a store vest gesturing with an open palm; seated coworker in a wheelchair facing the speaker; both in a retail aisle wearing uniforms.
- Cross-modal setup: at surface the utterance and delivery are matter-of-fact while the gesture is conciliatory.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: the neutral, expressionless phrasing combined with soft, open-handed gesture creates a contrast that masks a potentially awkward obligation, signaling a face-saving move.
- Minimal justification: the speaker appears to downplay the news to avoid upsetting the coworker.

[Inference]
- Emotion label: Bad.
- Subject/target justification: the speaker likely feels bad about delivering the upcoming obligation and is softening it for the coworker.
- Domain/Culture usage: workplace norms favor neutral softening language to preserve professionalism and protect feelings.",False,True
intent_1546.mp4,intent_1546,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.","The speaker's tone suggests a level of discomfort or reluctance, indicating a desire to avoid revisiting a particular topic. The phrase ""we don't need to talk about that anymore"" implies a prior discussion of a sensitive or unwelcome subject, and the speaker is trying to move past it. The tone is somewhat dismissive or evasive.

The emotional style of the speaker leans towards being reserved or composed, but there is an underlying sense of unease or annoyance. The speaker does not appear to be angry or overly emotional, but rather seems to be trying to maintain a level of decorum while indicating a clear wish to avoid further discussion of the subject at hand.

The background environment is not explicitly described, but the context suggests an indoor setting, possibly a home or office, where the speaker is interacting with another person, as indicated by the mention of ""Leonard."" The setting appears to be a private and calm space, with no visible signs of chaos or disturbance. The mention of ""in the car"" earlier implies that the conversation may have taken place in a vehicle, which could imply a more informal setting or a brief, on-the-go interaction.",the speaker (the woman at the table),the sensitive topic / the group conversation,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Friends & Peers,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""we don't need to talk about that anymore"" (negative/avoidant). 
- Visual evidence: woman averting gaze or turning head; hand holding a fork mid-gesture; pursed lips/raised brow while seated at a restaurant table. 
- Cross-modal setup: The verbal deflection and audio of discomfort align with dismissive body language, producing a surface move to close the topic.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: polite topic-closure contradicts visible unease, indicating concealment of true discomfort to avoid social friction.
- Minimal justification: The speaker redirects while signaling discomfort, a face-saving move rather than open confrontation.

[Inference]
- Emotion label: Bad.
- Subject/target justification: The speaker feels uneasy and aims to shut down discussion of a sensitive matter to protect feelings and rapport. 
- Domain/Culture usage: In friends interactions this tactic commonly preserves group harmony and avoids embarrassing confrontation.",False,False
