filename,id,input_text,subject,target,subject1,subject2,subject3,target1,target2,target3,situation,mechanism_Affection,mechanism_Intent,mechanism_Attitude,mechanism,domain,culture,label_Affection,label_Intent,label_Attitude,rationale,skipped,abandon
affection_8334.png,affection_5001,i love pudding pudding my dick where it doesn't belong,the poster,man implied sexual act,elderly male celebrity,the event photographer,the other event attendees,the dessert pudding itself,the red carpet event,public admiration celebrity,Affection,socio_cultural_dependency,NULL,NULL,socio_cultural_dependency,Online & Social Media,General Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""i love pudding pudding my dick"" (literal tone: positive then explicit/sexual).
- Visual evidence: close-up smiling older man; wearing a suit and bow tie; direct camera gaze and visible teeth. 
- Cross-modal setup: a cheerful first-person caption is paired with a recognizably public figure portrait, creating a culturally loaded juxtaposition.

[Pivot]
- Mechanism: socio_cultural_dependency.
- Trigger rule: decoding relies on cultural/meme knowledge that links this person's image to allegations/mocking narratives about sexual misconduct; that external code turns the caption into a statement about predation. 
- Minimal justification: without that cultural frame the text reads odd; with it the pairing signals implied wrongdoing.

[Inference]
- Emotion label: Disgusted.
- Subject/target justification: viewers are steered to feel disgust toward the pictured man and the implied inappropriate sexual act. 
- Domain/Culture usage: knowledge of online meme culture is necessary to read the caption as condemning/punchline rather than literal.",FALSE,FALSE
intent_8002.png,intent_4400,"i'm a moderate muslim. that means that while other muslims are putting bombs on your buses and raping your children, i'll be telling you that islam is peaceful protesting when you insult my religion and lobbying your government to take away your free speech",the poster,muslim extremist stereotype,the man shown,the muslim group,Western government authorities,Islamic religious doctrine itself,free speech policies,public debates between religions,Intent,NULL,malicious_manipulation,NULL,malicious_manipulation,Online & Social Media,General Culture,NULL,Moral Condemnation,NULL,"[Anchor]
- Text violently stereotypes Muslims as terrorists and sexual predators and accuses them of covertly stripping free speech; the image shows a calm, well-dressed Muslim man, creating a contrast between benign appearance and threatening claims.
[Pivot]
- Mechanism: malicious_manipulation. The meme weaponizes fear and prejudice, framing moderation as a deceptive cover to exploit viewers' vulnerabilities and mobilize distrust.
[Inference]
- Intent: to demonize Muslims and discredit moderates by provoking hostility and justifying exclusionary attitudes toward the group.",FALSE,FALSE
intent_11171.png,intent_4984,when your dad comes home from a suicide bombing,the poster,muslim family terrorism stereotype,woman wearing headscarf,the father returning home,the family member listening,the father’s occupation,everyday family conversation,headscarf womans opinion,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Family Conversations,Arab Culture,NULL,Public Humiliation,NULL,"[Anchor]
- Text: The caption ""when your dad comes home from a suicide bombing"" explicitly frames a family member as a perpetrator. Visual: The photo shows a veiled woman in a domestic/counseling scene, signaling Arab/Muslim identity. Cross-modal: Juxtaposing an everyday family image with a violent act turns a stereotype into a punchline.

[Pivot]
- Mechanism: expressive_aggression. Trigger: Meme humor and indirect framing displace a direct attack into veiled public ridicule of a group, allowing hostility under cover of a joke.

[Inference]
- Intent: dehumanize muslims by mocking and stigmatizing them; the poster weaponizes family imagery to humiliate the target.",FALSE,FALSE
affection_4869.png,affection_2325,when col sanders opens a kfc in wakanda,the poster,western fast food africa,fast food founder,fictional nation residents,the fast food corporation,fast food global expansion,fictional nation culture,brand founders public image,Affection,socio_cultural_dependency,NULL,NULL,socio_cultural_dependency,Online & Social Media,General Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""when col sanders opens a kfc in wakanda"" (literal tone: neutral/absurdist). 
- Visual evidence: older man in a white suit and bow tie; white hair and goatee; broad smiling expression; visible lapel pin. 
- Cross-modal setup: the caption proposes a playful hypothetical and the image shows the smiling brand figure referenced.

[Pivot]
- Mechanism: socio_cultural_dependency.
- Trigger rule: decoding humor requires knowing Wakanda (fictional Afrofuturist nation) and the KFC/brand figure; that cultural juxtaposition produces the affect.
- Minimal justification: the joke hinges on this shared cultural knowledge rather than literal description.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the poster expresses amusement at the absurd cultural mashup (KFC in Wakanda).
- Domain/Culture usage: Domain/Culture provides necessary context to read the caption as humorous rather than literal.",FALSE,FALSE
affection_7568.png,affection_1373,"his d*ck was so tiny"" ""i had to suck it like this",the poster,mocking a mans ability,woman making exaggerated face,the man being described,the onlookers,woman facial expression,intimate behavior in relationships,the mans appearance,Affection,socio_cultural_dependency,NULL,NULL,socio_cultural_dependency,Intimate Relationships,General Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""his d*ck was so tiny"" (literal tone: negative/insulting).
- Visual evidence: exaggerated puckered ""fish"" lips, wide-open eyes, bright blue glasses on a centered headshot.
- Cross-modal setup: the caption insults size while the image playfully mimics smallness with an exaggerated face, so surface negativity meets a whimsical visual.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the harsh sexual jab is contradicted/reframed by a silly, non-hostile facial pose, turning the literal insult into teasing.
- Minimal justification: the mismatch shifts interpretation from anger to playful mockery.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the poster (woman) is expressing playful amusement toward her male partner/his genital size.
- Domain/Culture usage: the intimate-relationships context supports reading this as consensual sexual teasing rather than genuine hostility.",FALSE,FALSE
160.mp4,attitude_0436,it was a...anniversary present for my wife,male customer defending himself,questioned anniversary gift,male employee behind counter,female customer in line,the store manager,the customer’s marriage,the store return policy,customers waiting in line,Attitude,NULL,NULL,submissive_alignment,submissive_alignment,Public & Service,General Culture,NULL,NULL,Neutral,"[Anchor]
- Text evidence: ""anniversary present for my wife"" (neutral tone). 
- Visual evidence: man holding a receipt; man leaning toward a seated employee; a woman (likely wife) standing behind him watching; checkout counter and queue visible. 
- Cross-modal setup: the spoken line offers a justificatory explanation while the image shows a customer actively engaging a cashier at the service counter.

[Pivot]
- Mechanism: submissive_alignment. 
- Trigger rule: The speaker frames the purchase as for his wife (a deferential, justificatory appeal) while the image shows the customer leaning in and holding a receipt, creating a requester–server asymmetry; this matches the ""Leaning on"" sub-logic. Minimal justification: wording asks for empathy rather than asserting rights, and posture/receipt signal solicitation of help.

[Inference]
- Attitude label: Supportive. 
- Subject/target justification: The speaker (male customer) implicitly adopts a deferential, solicitous stance toward the store employee to gain goodwill. 
- Domain/Culture provides disambiguation: in public/service interactions this kind of spouse-centered justification is a common facework strategy to request leniency.",FALSE,FALSE
attitude_6305.png,attitude_3208,when the muslim kids in your class start hanging out with you,the poster,stereotypical muslim student insinuation,male teacher in class,student in foreground,the other classmates,the classroom interaction,the friendship between students,teacher classroom management,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Education & Campus,General Culture,NULL,NULL,Hostile,"[Anchor]
- Text evidence: ""when the muslim kids in your class"" (neutral). 
- Visual evidence: an adult male smiling and gesturing toward two boys; two boys in the foreground one wearing a white cap; a whiteboard and classroom writing visible. 
- Cross-modal setup: the caption treats being chosen to ""hang out"" as notable while the photo shows a staged classroom interaction.

[Pivot]
- Mechanism: dominant_affiliation. Trigger rule: the wording frames inclusion as a privilege granted to the speaker, asserting social superiority, and the image foregrounds the kids as objects of that attention (Patronizing Praise). This pairing creates a condescending tone rather than simple description.

[Inference]
- Attitude label: Dismissive. The meme speaker treats the Muslim classmates (target) as conferring social value on the speaker (subject). Domain/Culture provides no additional disambiguation.",FALSE,FALSE
attitude_9302.png,attitude_0728,man: i'd like to trade her in for newer one,the poster,objectifying woman as replaceable,man making statement,the car owner,the mechanic,the old car,vehicle trading act,man prefers newer car,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Intimate Relationships,General Culture,NULL,NULL,Hostile,"[Anchor]
- Text evidence: ""i'd like to trade her in for newer one"" (negative tone).
- Visual evidence: a small maroon hatchback with visible dents and rust; peeling paint; worn tires; parked on a residential street.
- Cross-modal setup: The caption suggests replacing ""her"" while the image shows a dilapidated car, mapping a person onto a worn object at surface level.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: The speaker asserts superiority and disposability via language that treats the partner as replaceable, while the image literalizes the insult by showing a broken vehicle; this enacts Character Blaming as the target is framed as ""worn/outdated."" Minimal justification: wording claims control and negates the partner's personhood, and the photo amplifies the dismissal.

[Inference]
- Attitude label: Contemptuous.
- Subject/target justification: The man (speaker) expresses contempt toward his partner by comparing her to an old, replaceable object.
- Domain/Culture provides no additional disambiguation.",FALSE,FALSE
affection_8339.png,affection_0621,"if you see me in public looking a hot mess, just know; my bills are paid, my children have food, & i ain't trying to impress you",mother expressing stance publicly,public judging her appearance,the child being held,people watching her,the partner at home,her family responsibilities,her household finances,her casual style,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Family Conversations,General Culture,Bad,NULL,NULL,"[Anchor]
- Text evidence: ""my bills are paid, my children have food"" (positive tone).
- Visual evidence: mother holding/hugging a child; bright, clean kitchen; both appear calm and composed.
- Cross-modal setup: the caption defensively claims indifference about appearance while the photo shows a tidy, provided-for family scene.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the self-description of being a ""hot mess"" conflicts with the composed domestic image, creating an ironic reading where the caption functions as dismissal rather than literal disorder. Minimal justification: the tidy scene reframes the line as proud nonchalance.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the mother/poster implicitly communicates confident satisfaction toward the public/others' judgments. Domain/Culture provides no additional disambiguation.",FALSE,FALSE
affection_2967.png,affection_4640,when you're fucking but wanna make sure he's not stealing anything,poster,joking distrust sexual partner,female character illustration,male character illustration,suspected theft person,the sexual act depicted,the partner’s loyalty,concerns about personal property,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Intimate Relationships,General Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""when you're fucking but wanna make sure he's not stealing anything"" (negative tone: distrustful). 
- Visual evidence: two stylized animal faces mirrored top/bottom, a dark diagonal divider between them, both figures with raised forelimbs against the frame. 
- Cross-modal setup: the caption pairs intimate activity with vigilance while the image shows wary, grasping poses at close quarters.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the intimacy implied by the caption conflicts with the visual cue of guarded/wary postures, forcing a nonliteral reading of anxious vigilance; the mismatch reframes the scene as mistrust rather than romantic closeness.
- Minimal justification: the combined modalities create a humorous but anxious stance toward the partner.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: the poster is expressing wariness/suspicion toward her partner (worry he might steal). 
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",FALSE,FALSE
affection_8635.png,affection_0335,"sit down kids, i will now tell you how i met your mother",father telling story,parents meeting story,the mother preparing food,child at table,family members at table,the family dinner itself,the parents’ marriage,the child’s upbringing,Affection,socio_cultural_dependency,NULL,NULL,socio_cultural_dependency,Family Conversations,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""sit down kids, i will now tell you"" (literal tone: neutral/instructive). 
- Visual evidence: smiling adults and children seated around a table, prepared food on the table, attentive child facing the adult. 
- Cross-modal setup: The caption instructs a family storytelling moment while the photo shows a warm family meal scene.

[Pivot]
- Mechanism: socio_cultural_dependency.
- Trigger rule: The phrase references the cultural trope/TV title ""How I Met Your Mother,"" which combined with the family image cues a playful, nostalgic storytelling frame.
- Minimal justification: Decoding this as affectionate nostalgia requires recognizing that cultural reference.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The father (speaker) displays fondness/nostalgic warmth toward telling the children about their mother.
- Domain/Culture usage: Domain and the recognizable cultural reference clarify the joking/nostalgic intent rather than a literal announcement.",FALSE,FALSE
affection_5547.png,affection_2335,the old lady shows arthur what she used to do during the war,the poster,joke linking elder wartime,older woman holding turkey,the person named Arthur,soldiers in war,the roasted turkey itself,the kitchen cooking scene,the family dinner tradition,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Family Conversations,General Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""what she used to do during the war"" (literal tone: neutral). 
- Visual evidence: a heavily browned/charred roast in a glass baking dish; woman wearing oven mitts holding the dish; woman's face forming an awkward grimace. 
- Cross-modal setup: the caption frames an ominous wartime skill while the photo shows a mundane, poorly cooked roast and an uneasy expression.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the serious wartime wording conflicts with a banal kitchen scene, producing a darkly ironic, repulsive reading.
- Minimal justification: the mismatch forces a non-literal, discomforting interpretation.

[Inference]
- Emotion label: Disgusted.
- Subject/target justification: the old lady's grimace and the charred carcass imply revulsion toward the dish/act she is demonstrating.
- Domain/Culture provides no additional disambiguation.",FALSE,FALSE
intent_9059.png,intent_1723,i got new shoes brother died from ebola,meme poster,indifference to others tragedy,woman displaying new shoes,friend sitting beside her,brother died from illness,the newly purchased shoes,the disease itself,friendship between two women,Intent,NULL,malicious_manipulation,NULL,malicious_manipulation,Online & Social Media,General Culture,NULL,Intimidation,NULL,"[Anchor]
- Text evidence: The caption pairs a trivial celebratory line with an abrupt tragic statement; the image shows two smiling shoppers surrounded by shoes and bags, signaling lightheartedness.
- Cross-modal mismatch: The cheerful visual plus boastful tone clashes violently with the mention of a death from Ebola, creating deliberate insensitivity.
[Pivot]
- Mechanism: expressive_aggression. The creator uses dark humor and shock juxtaposition to provoke and transgress social norms.
[Inference]
- The poster's intent is to shock and entertain at others' expense, provoking reaction and gaining attention.",FALSE,FALSE
attitude_5068.png,attitude_3589,"fuck, my mom is gonna kill me fuck, my mom is gonna kill me",young woman unexpected pregnancy,fear of mothers reaction,the fetus itself,the strict mother,the observing family members,pregnancy test result,fetal life span,family intergenerational conflict,Attitude,NULL,NULL,submissive_alignment,submissive_alignment,Family Conversations,General Culture,NULL,NULL,Dismissive,"[Anchor]
- Text evidence: ""fuck, my mom is gonna kill me"" (negative). 
- Visual evidence: young woman sitting on a toilet holding a pregnancy test with hand to her head, distressed facial expression; a photographic image of a fetus in utero. 
- Cross-modal setup: The identical fearful caption appears over both panels, linking the woman's distress and the fetus to the same anticipated maternal punishment.

[Pivot]
- Mechanism: submissive_alignment.
- Trigger rule: The panicked repetition frames the speaker as powerless and anticipatory of punishment (power-positioning via wording), and the images present two vulnerable figures that reinforce a subordinate stance; sub-logic: Self-Diminishment. This interaction shows surrendering agency rather than asserting blame.

[Inference]
- Attitude label: Concerned.
- Subject/target justification: The pictured speaker/meme voice expresses fear toward her mother as an authoritative, potentially punitive figure. 
- Domain/Culture provides no additional disambiguation.",FALSE,FALSE
intent_7031.png,intent_6580,life is hard it's harder when you're stupid,the poster,people being called stupid,political figure image,speaker making remark,audience at scene,life hardship struggles,political setting image,politician performance office,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Online & Social Media,General Culture,NULL,Public Humiliation,NULL,"[Anchor]
Text uses an explicit insult (""life is hard it's harder when you're stupid""), blaming hardship on stupidity. The image shows a silhouetted public/political figure gesturing with a national monument in the background, suggesting a targeted political or public context.
[Pivot]
Cross-modal cue: pairing a sweeping derogatory maxim with a politician-like image converts a general statement into a pointed public jab; the meme format signals the speaker is broadcasting contempt rather than offering neutral wisdom.
[Inference]
Mechanism: expressive_aggression. The poster's hidden goal is to demean or shame perceived opponents and assert superiority in a public forum.",FALSE,FALSE
attitude_9687.png,attitude_1279,"911, what is your emergency? ""i asked a man to defend trump without saying obama, clinton or democrats""",the poster,political figure deflection,man making phone call,man lying on ground,the emergency operator,the emergency situation itself,supporters physical condition,policy differences between parties,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Public & Service,General Culture,NULL,NULL,Contemptuous,"[Anchor]
- Text evidence: quote ""i asked a man to defend trump"" (neutral). 
- Visual evidence: person kneeling on a phone beside a prone man on a roadway; the prone man appears unconscious; power lines and sunset in background. 
- Cross-modal setup: The caption frames the quoted line as a 911 emergency while the photo shows someone calling emergency services next to a collapsed person.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: The emergency-report framing elevates the speaker's stance and converts a rhetorical failure into grounds for dismissal, pairing a literal collapse image with mockery; this enacts Character Blaming. Minimal justification: the image of collapse plus the ironic 911 setup treats the target’s rhetorical inability as contemptibly 'deserved'.

[Inference]
- Attitude label: Contemptuous.
- Subject/target justification: The meme poster (subject) presents the man asked to defend Trump (target) as foolish and worthy of ridicule. 
- Domain/Culture provides no additional disambiguation.",FALSE,FALSE
affection_9505.png,affection_4470,when you spam your friends with kdrama and kpop memes i'm in the middle of gracing you with a divine blessing,spamming friends with memes,friends flooded with memes,the man shown,friends receiving memes,the social media platform,kdrama and kpop culture,the meme content itself,senders self image,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Online & Social Media,East Asian Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""i'm in the middle of gracing you with a divine blessing"" (positive tone).
- Visual evidence: young man leaning out of a car window; soft, amused smile; formal-looking clothing; blurred city lights in background.
- Cross-modal setup: The caption uses grandiose gifting language while the photo shows a person posed as an elegant giver.

[Pivot]
- Mechanism: figurative_semantics.
- Trigger rule: The ""divine blessing"" phrase is a metaphor mapping the source domain of bestowing onto the target of affectionate teasing; the image reinforces the giver persona.
- Minimal justification: Together they signal playful, performative generosity rather than literal religiosity.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The poster expresses playful, affectionate warmth toward their friends who receive the memes.
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",FALSE,FALSE
attitude_7010.png,attitude_6909,no matter what i'll protect you,man holding baby,the baby being protected,woman holding child nearby,police officers present,crowd behind fence,scene security situation,the baby’s mother,border control policy,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Public & Service,General Culture,NULL,NULL,Supportive,"[Anchor]
- Text evidence: ""no matter what i'll protect you"" (positive tone).  
- Visual evidence: man wearing a cap with visible lettering, the man is carrying an infant in a plastic carrier, metal fencing and a group of uniformed figures appear in the background, other adults and children sit nearby.  
- Cross-modal setup: the verbal promise of protection aligns with an authority figure physically holding a baby at a controlled site.

[Pivot]
- Mechanism: dominant_affiliation.  
- Trigger rule: the speaker's protective wording combined with the image of an identifiable public-service figure creates a caretaker-from-above dynamic where care functions as control; this is an instance of Benevolent Control.  Minimal justification: the scene shows authority providing protection, which places the protector above the protected.

[Inference]
- Attitude label: Concerned.  
- Subject/target justification: the man in the police cap (subject) is positioned as protector toward the infant (target).  
- Domain/Culture usage: Domain (Public & Service) frames the subject as an official protector, reinforcing the paternalistic reading; Culture provides no additional disambiguation.",FALSE,FALSE
