filename,id,input_text,subject,target,subject1,subject2,subject3,target1,target2,target3,scenario,mechanism_Affection,mechanism_Intent,mechanism_Attitude,mechanism,domain,culture,label_Affection,label_Intent,label_Attitude,rationale,skipped,abandon
affection_11231.png,affection_3888,baby making faces babymaking faces,poster,sexual doble meaning,meme,photograph,sticker,innocent baby caption,innocuous pun,parenting humor meme,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Online & Social Media,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""baby making faces"" (neutral descriptive tone).
- Visual evidence: top: infant with wide eyes and open mouth; bottom: monochrome close-up of an adult woman with closed eyes, full lips, and hair across her face (sensual pose).
- Cross-modal setup: the repeated phrase appears literally over the baby image and as a concatenated compound over the adult image, creating a surface-wordplay pairing.

[Pivot]
- Mechanism: socio_cultural_dependency.
- Trigger rule: decoding requires cultural knowledge that the compound ""babymaking"" is an English colloquialism implying sexual desirability; the visual pun depends on that code.
- Minimal justification: the concatenation plus a sexualized portrait shifts the neutral caption into an innuendo.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the poster implicitly signals sexual attraction toward the woman in the bottom image.
- Domain/Culture usage: Online & Social Media / General Culture supplies the meme-like pun meaning that disambiguates the affectionate (sexual) reading.",False,False
538.mp4,attitude_7108,"man, i'm tired.",male employee expressing fatigue,man standing at the counter,the customer standing at the counter,the other store employees,the store manager,the customer in front of him,the store environment,the tools on the desk,Attitude,NULL,NULL,protective_distancing,protective_distancing,Public & Service,General Culture,NULL,NULL,Indifferent,"[Anchor]
- Text evidence: ""Man, I'm tired."" (negative/weary tone).
- Visual evidence: standing man upright facing a seated cashier; cashier leaning forward with open-palmed gestures; counter separates them; cashier appears to be explaining.
- Cross-modal setup: the utterance is a brief self-statement of fatigue while the images show an active customer–staff interaction.

[Pivot]
- Mechanism: protective_distancing.
- Trigger rule: the short, dismissive self-statement withdraws from engagement and cools the exchange, creating emotional distance; this matches the sub-logic Emotional Withdrawal. Minimal justification: wording removes commitment to continue the interaction while the image shows the employee trying to engage.

[Inference]
- Attitude label: Indifferent.
- Subject/target justification: the speaker (standing customer) signals fatigue to the cashier, effectively stepping back from further engagement with the employee.
- Domain/Culture usage: in public/service contexts, such brief complaints commonly function to end or avoid further interaction, supporting the withdrawal reading.",False,False
intent_11865.png,intent_1382,made rice krispies way before kelloggs,meme poster,victims and public audience,clickbait headline writer,brand marketer,online forum moderator,social media moderators,Kelloggs employees and executives,competing cereal company customers,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Online & Social Media,General Culture,NULL,provoke,NULL,"[Anchor]
- Text evidence: The caption playfully references a breakfast cereal brand (""made rice krispies way before kelloggs"") using lighthearted wording.
- Visual evidence: The image shows a descending bomb over a bullseye, a clear symbol of violent destruction.
- Cross-modal mismatch: A jovial cereal line paired with an image of a weapon creates an incongruous, darkly humorous framing of violence.

[Pivot]
- Mechanism: expressive_aggression. The humor functions as an indirect, provocative attack that normalizes or mocks real harm rather than addressing it sincerely.

[Inference]
- Intent label: The poster aims to trivialize and desensitize the audience to violent bombing through dark humor and shock.",False,False
1_5919.mp4,intent_8486,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",speaker group member,hesitant absent player,background music,recorded announcement,room lighting,rulebook,score sheet,game board,Intent,NULL,benevolent_provocation,NULL,benevolent_provocation,Friend Group,General Culture,NULL,provoke,NULL,"[Anchor]
- Text evidence: ""if that becomes a reason not to play Dungeons & Dragons"" (negative/sarcastic).
- Visual evidence: tabletop with miniatures and rulebooks; three seated players in a living room; speaker holding an open rulebook; audio contains laughter.
- Cross-modal setup: The sarcastic dismissal is spoken during an obvious game session, pairing mockery with visible game materials and amused audio.

[Pivot]
- Mechanism: benevolent_provocation.
- Trigger rule: The contradiction between sarcastic rebuke and amused delivery plus game cues signals a provoking move designed to elicit action rather than genuine hostility.
- Minimal justification: The line functions as playful prodding to change the other's behavior.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The speaker is amused and directing that amusement at the excuse while nudging the hesitant player to join.
- Domain/Culture usage: In friend groups, teasing provocation is a common, culturally accepted way to recruit peers to activities.",False,False
attitude_8183.png,attitude_4024,this is my michael brown,poster,Michael Brown,forum moderator,opinion columnist,activist,Darren Wilson,Ferguson protester,Black Lives Matter activist,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Online & Social Media,American Culture,NULL,NULL,Hostile,"[Anchor]
- Text evidence: ""this is my michael brown"" (literal tone: negative). 
- Visual evidence: a revolver on a wooden surface; several loose bullets; a pair of metal handcuffs. 
- Cross-modal setup: the caption names Michael Brown while the image shows weapons and restraints, linking the named person to punishment or violent control.

[Pivot]
- Mechanism: dominant_detachment. 
- Trigger rule: The possessive phrasing plus punitive objects asserts ownership/control and blames the target, treating them as deservedly punishable (Character Blaming). The text-image pairing removes sympathy and frames the target as subject to force.

[Inference]
- Attitude label: Contemptuous. 
- Subject/target justification: The poster expresses contempt toward Michael Brown by equating him with instruments of violence and restraint. 
- Domain/Culture usage: In American Culture this invokes racialized police violence, which heightens the dismissive/hostile interpretation.",False,False
intent_5559.png,intent_4017,a muslim threesome,meme poster,Muslim people,internet troll,travel blogger,standup comedian,camel riders,tourist group,desert guides,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Online & Social Media,General Culture,NULL,alienate,NULL,"[Anchor]
- Text evidence: The caption ""a muslim threesome"" overtly sexualizes a religious group. Visual evidence: The image shows camels and a robed person in a desert, forming an animal-associated scene that can be paired with the caption as a degrading visual pun. Cross-modal mismatch: the benign desert photograph plus the sexual caption produces a derogatory implication rather than a literal description. [Pivot]
- Mechanism: expressive_aggression. Trigger rule: Using displaced sexual imagery and humor to attack and demean a protected group while avoiding direct explicit slurs. [Inference]
- The poster's intent is to humiliate muslims and provoke ridicule.",False,False
affection_4602.png,affection_2770,when your uber driver arrives but you're probably safer driving drunk,poster,uber driver ride,passenger,event organizer,commuter,delivery driver package,taxi dispatcher dispatch,bicycle courier cycling,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Public & Service,General Culture,Fearful,NULL,NULL,"[Anchor]
- Text evidence: ""you're probably safer driving drunk"" (humorous hyperbole / negative tone).  
- Visual evidence: a baby sitting in the driver's seat; hands on the steering wheel; a concerned/uncertain facial expression; visible car interior.  
- Cross-modal setup: The caption jokingly claims greater safety while the photo portrays an infant at the wheel, linking the joke to perceived driver incompetence.

[Pivot]
- Mechanism: figurative_semantics.  
- Trigger rule: The baby image functions as a source-domain metaphor for an inexperienced or unsafe driver, so the physical cue maps onto an appraisal of danger.  
- Minimal justification: The caption's exaggeration only makes sense when the pictured infant is read metaphorically as the driver.

[Inference]
- Emotion label: Fearful.  
- Subject/target justification: The poster (""you"") is expressing apprehension/feeling unsafe about the Uber driver/ride.  
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",False,False
348.mp4,affection_5487,"need some glasses for your ears now too, old man?",the speaker,mateo,cheyenne,a customer,bystander,a customer,the supervisor,a friend,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Workplace,General Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""need some glasses for your ears now too"" (literal tone: teasing/negative). 
- Visual evidence: left man gesturing with open palms and a mild amused expression; middle woman gives a side-eye/raised-eyebrow; right man (badge: Mateo) leans back with relaxed posture and a small smile; all wear store vests at a break table. 
- Cross-modal setup: The line sounds like an insult, but the scene shows casual, non-hostile interaction.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: The spoken jibe is contradicted by friendly, relaxed nonverbal cues, cancelling literal hostility and prompting a playful reading. 
- Minimal justification: The mismatch between words and body language forces a nonliteral, affiliative interpretation.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The speaker (left man) appears to be playfully teasing coworker Mateo, implying warmth toward him. 
- Domain/Culture usage: In workplace culture light teasing among coworkers commonly signals friendliness rather than genuine insult.",False,False
542.mp4,intent_8411,"oh, you don't need to count these.",Mateo (the speaker),the coworker counting the papers,store manager,the assistant manager,a senior associate,"Replace with a non-paper-related person, e.g. 'a customer talking on their phone'.","Replace with a non-paper-related person, e.g. 'a delivery person carrying packages'.","Replace with a person not performing a counting action, e.g. 'a nearby customer browsing merchandise'.",Intent,NULL,expressive_aggression,NULL,expressive_aggression,Workplace,General Culture,NULL,dominate,NULL,"[Anchor]
- Text evidence: ""you don't need to count these."" literal tone: neutral/polite. 
- Visual evidence: leaning forward on the desk; eyes squinted and mouth pursed; wearing a Cloud9 vest with name tag; a box labeled ""Ballots"" on the table. 
- Cross-modal setup: The words politely decline counting while tone and face signal irritation.

[Pivot]
- Mechanism: expressive_aggression.
- Trigger rule: Polite wording contradicted by exasperated vocal tone and a grimacing expression, producing an indirect dismissive attack. 
- Minimal justification: The speaker masks irritation with courtesy, turning the line into a passive aggressive dismissal.

[Inference]
- Emotion label: Angry.
- Subject/target justification: Mateo is suppressing anger toward the coworker’s insistence and uses dismissal to vent indirectly. 
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",False,True
51.mp4,intent_8367,i was the best salesperson in the store.,the speaker,coworker,store cashier,inventory clerk,regular shopper,store manager,store owner,security guard,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Workplace,General Culture,NULL,dominate,NULL,"[Anchor]
- Text evidence: ""i was the best salesperson in the store."" (positive tone). 
- Visual evidence: animated open-hand gestures, direct eye contact toward a colleague in a blue vest, and visible store shelving/employee attire. 
- Cross-modal setup: the proud spoken claim is delivered performatively while facing a coworker.

[Pivot]
- Mechanism: benevolent_provocation.
- Trigger rule: the boast plus performative gestures and directed address function as a provocation to elicit acknowledgement or a reaction from the colleague. Minimal justification: the multimodal cues turn a factual claim into a status-seeking move.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker feels pride and seeks recognition from the coworker. 
- Domain/Culture usage: Workplace context frames this as status seeking among colleagues rather than mere self-reflection.",False,False
479.mp4,affection_5403,he just--he wasn't listening.,male employee complaints ignored,the person ignoring him,female coworker sitting across,customer shopping in store,the other store employees,female coworker opposite him,the store management decision,the customers' shopping requests,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Workplace,General Culture,Angry,NULL,NULL,"[Anchor]
- Text evidence: ""he wasn't listening."" literal tone: complaining/negative.
- Visual evidence: seated employee wearing a Cloud9 vest speaking; repeated hand gestures; pursed lips/tight mouth and forward lean; a colleague in blue turned slightly away in foreground.
- Cross-modal setup: The utterance is a brief factual complaint while the visual/vocal cues show visible irritation and emphasis.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: The neutral-sounding statement is contrasted by tense vocal tone and irritated gestures, forcing a nonliteral affective reading.
- Minimal justification: Words alone could be descriptive; the nonverbal channel flips the reading to annoyance.

[Inference]
- Emotion label: Angry.
- Subject/target justification: The speaker (the seated employee) is implicitly annoyed at the coworker who wasn't listening.
- Domain/Culture usage: In workplace interactions, a curt complaint plus tense delivery commonly signals irritation rather than mere observation.",False,False
intent_8220.png,intent_7440,everyone talking about protecting minority rights needs to remember there is no smaller minority than the individual,meme speaker,minority rights advocates,public figure,political commentator,TV host,political correctness advocates,mainstream political parties,the general public,Intent,NULL,malicious_manipulation,NULL,malicious_manipulation,Online & Social Media,General Culture,NULL,condemn,NULL,"[Anchor]
- Text evidence: The caption reframes the debate by asserting that the individual is the ""smallest minority,"" presenting a concise, principled-sounding claim. Visual evidence: a formally dressed, gesturing public-facing speaker image adds rhetorical authority and persuasive framing. 

[Pivot]
- Mechanism: malicious_manipulation. The message packages a zero-sum reinterpretation of rights as a neutral principle while exploiting respect for individual liberty to erode sympathy for group-based protections.

[Inference]
- Intent: The speaker seeks to shift public opinion away from group rights toward atomized individualism to justify weakening legal or policy protections for minorities.",False,False
2_310.mp4,intent_8521,Well thank God your livelihood doesn't depend on it.,the speaker,the addressee,the friend,it,the colleague,the employer,audience,the roommate,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Friend Group,General Culture,NULL,mitigate,NULL,"[Anchor]
- Text evidence: ""Well thank God your livelihood doesn't depend on it."" (negative). 
- Visual evidence: neutral-to-annoyed facial expressions across frames; dismissive hand gesture with fingers touching; mouth open in one frame suggesting emphatic delivery. 
- Cross-modal setup: Surface-level the sarcastic line aligns with the speaker's annoyed face and dismissive gesture.

[Pivot]
- Mechanism: expressive_aggression.
- Trigger rule: The contradiction between seemingly grateful wording and a sarcastic tone plus scornful body language reveals masked hostility.
- Minimal justification: These combined cues point to an indirect verbal attack rather than sincere comment.

[Inference]
- Emotion label: Angry.
- Subject/target justification: The speaker's anger is directed at the addressee, expressed via sarcasm and dismissive gestures. 
- Domain/Culture usage: In casual friend interactions sarcasm commonly functions as personal mockery, supporting this reading.",False,False
intent_11197.png,intent_2412,when the vegetables are 2 for the price of 1,meme poster,people disabilities,graphic designer,stand-up comedian,humor blogger,young twin sisters,cute baby duo,family photo subjects,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Online & Social Media,General Culture,NULL,denounce,NULL,"[Anchor]
- Text: a bargain-shopping joke referencing ""2 for the price of 1."" Visual: two young children with apparent physical disabilities are shown in a candid close-up, one whispering to the other. Together the pairing equates human subjects with merchandise.

[Pivot]
- The benign surface caption plus the demeaning visual creates a surface–deep mismatch: humor masks an attack; the joke is an indirect form of aggression that objectifies the pictured children.

[Inference]
- Mechanism: expressive_aggression. The poster's unstated goal is to publicly belittle and dehumanize people with disabilities by turning them into the butt of a sale joke.",False,False
171.mp4,attitude_7030,"actually, i really need to get out.",the speaker,current situation,the fat woman,a customer,thin woman in blue,a passerby,the fat woman,thin woman in blue,Attitude,NULL,NULL,protective_distancing,protective_distancing,Workplace,General Culture,NULL,NULL,Disapproving,"[Anchor]
- Text evidence: ""actually, i really need to get out."" (negative/urgent tone).
- Visual evidence: two employees in blue vests standing in a store, one biting her lip and looking uncomfortable, another standing with hands in pockets and neutral expression; a manager in a black blazer approaching and smiling.
- Cross-modal setup: the words express a desire to leave while the images show employees physically remaining and a manager moving closer.

[Pivot]
- Mechanism: protective_distancing.
- Trigger rule: the speaker withdraws from the interaction (emotional withdrawal) and verbally defers engagement; this is reinforced by the visual tension of a manager approaching while employees stay put. Sub-logic used: Emotional Withdrawal.

[Inference]
- Attitude label: Concerned.
- Subject/target justification: the speaker (an employee) displays guarded withdrawal toward the current situation/interaction.
- Domain/Culture usage: in a workplace context this phrasing signals an uncomfortable, avoidant stance rather than casual leave.",False,False
affection_4858.png,affection_2048,''dont cry because it's over smile because it happened'' -dr. seuss,poster,past things,photographer,soldier,propagandist,the quote's author,the image creator,a political statement,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Online & Social Media,General Culture,Sad,NULL,NULL,"[Anchor]
- Text evidence: quote ""dont cry because it's over"" (literal tone: positive/encouraging). 
- Visual evidence: many prone bodies sprawled in a field, black-and-white wartime photograph, a lone standing figure in the background.
- Cross-modal setup: an upbeat consoling quote is overlaid on an image of apparent mass death, creating a surface-level mismatch.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the uplifting proverb conflicts with the atrocity image, forcing an ironic reinterpretation where the text cannot be taken at face value.
- Minimal justification: the visual reality negates the quote's optimism and reframes it as bitter reflection.

[Inference]
- Emotion label: Sad.
- Subject/target justification: the poster conveys sorrowful mourning or melancholic reflection about the deaths depicted.
- Domain/Culture: Domain/Culture provides no additional disambiguation.",False,False
intent_10474.png,intent_0184,the best part about a prostitute dying on you is you get the second hour free,poster,sex workers,social media moderator,graphic designer,public relations manager,night workers,entertainment workers,bar staff,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Online & Social Media,General Culture,NULL,mock,NULL,"[Anchor]
- Text evidence: The caption treats a prostitute's death as a punchline (""you get the second hour free"").
- Visual evidence: Photo shows a woman in provocative clothing on a dark street, visually signaling sex work.
- Cross-modal setup: The image anchors the joke to real people while the caption trivializes fatal harm as a benefit.
[Pivot]
- Mechanism: expressive_aggression. The speaker uses dark humor to attack and degrade a marginalized group indirectly, avoiding explicit threat but conveying hostility.
[Inference]
- Intent label: dehumanize sex workers. The poster aims to mock, normalize harm, and assert dominance through shock value.",False,False
attitude_3541.png,attitude_2114,boobs when you're home alone and lonely,meme poster,the addressee,internet meme archive,content moderator,close friend,meme poster,online commenters,dead relatives,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Online & Social Media,General Culture,NULL,NULL,Neutral,"[Anchor]
- Text evidence: ""you think about yo dead relatives thats watching"" (negative tone).
- Visual evidence: a young gorilla's face peeking over foliage; only eyes and forehead visible; dense green leaves in foreground.
- Cross-modal setup: The caption shames the addressed 'you' while the animal peeking image frames the behavior as scrutinized and mockable.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: The text levels a moralizing blame at the addressee (Character Blaming) and the image's furtive animal gaze amplifies dismissive mockery; together they assert moral superiority and invalidate the target's behavior. Minimal justification: wording condemns the act while the visual reduces the target to an object of ridicule.

[Inference]
- Attitude label: Contemptuous.
- Subject/target justification: The meme poster expresses contempt toward the addressed viewer by shaming and mocking their private behavior.
- Domain/Culture provides no additional disambiguation.",False,False
intent_4798.png,intent_0816,where is the criminal? ,police officer,suspect,paramedic,store owner,bartender,crime victim,store clerk,delivery driver,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Public & Service,General Culture,NULL,alienate,NULL,"[Anchor]
- Text evidence: The line ""where is the criminal?"" is an accusatory interrogative. Visual evidence: a uniformed officer aims a handgun directly at the camera with a hard, focused expression. These signals are mismatched with a neutral information request.

[Pivot]
- Cross-modal reasoning: The pointed weapon plus accusatory phrasing converts a literal question into a coercive act that exerts pressure and dominance over the addressee.

[Inference]
- The speaker’s hidden goal is to force compliance or extract information by threat; label: intimidate.",False,False
